State,Year,Quarter,District,Count,Amount
sikkim,2022,4,east district,192,377889.0
sikkim,2022,4,north district,26,67885.0
sikkim,2022,3,south district,34,65600.0
sikkim,2022,3,west district,30,71337.0
sikkim,2022,3,east district,165,310190.0
sikkim,2022,3,north district,14,27813.0
sikkim,2023,1,south district,51,99856.0
sikkim,2023,1,west district,26,120446.0
sikkim,2023,1,east district,158,380139.0
sikkim,2023,1,north district,25,88164.0
sikkim,2023,2,south district,45,107115.0
sikkim,2023,2,west district,40,98329.0
sikkim,2023,2,east district,169,366045.0
sikkim,2023,2,north district,16,56702.0
sikkim,2023,4,south district,67,117210.0
sikkim,2023,4,west district,39,125255.0
sikkim,2023,4,east district,184,485048.0
sikkim,2023,4,north district,34,66232.0
sikkim,2023,3,south district,49,95595.0
sikkim,2023,3,west district,20,44893.0
sikkim,2023,3,east district,155,436190.0
sikkim,2023,3,north district,27,121573.0
mizoram,2020,2,serchhip district,1,231.0
mizoram,2020,2,aizawl district,26,6121.0
mizoram,2020,2,lunglei district,3,744.0
mizoram,2020,2,saiha district,1,226.0
mizoram,2020,4,serchhip district,1,1866.0
mizoram,2020,4,aizawl district,43,74456.0
mizoram,2020,4,lunglei district,10,28125.0
mizoram,2020,4,mamit district,5,3550.0
mizoram,2020,4,lawngtlai district,11,6209.0
mizoram,2020,4,kolasib district,10,4885.0
mizoram,2020,4,champhai district,1,33.0
mizoram,2020,3,serchhip district,2,783.0
mizoram,2020,3,aizawl district,55,19936.0
mizoram,2020,3,lunglei district,4,1261.0
mizoram,2020,3,mamit district,2,562.0
mizoram,2020,3,lawngtlai district,8,1508.0
mizoram,2020,3,kolasib district,2,461.0
mizoram,2020,3,champhai district,1,180.0
mizoram,2021,1,serchhip district,1,33.0
mizoram,2021,1,aizawl district,374,268255.0
mizoram,2021,1,lunglei district,6,6233.0
mizoram,2021,1,mamit district,9,9501.0
mizoram,2021,1,lawngtlai district,4,2213.0
mizoram,2021,1,kolasib district,3,2659.0
mizoram,2021,1,champhai district,16,10334.0
mizoram,2021,1,saiha district,2,3613.0
mizoram,2021,2,serchhip district,2,811.0
mizoram,2021,2,aizawl district,149,105527.0
mizoram,2021,2,lunglei district,9,2272.0
mizoram,2021,2,mamit district,4,6121.0
mizoram,2021,2,lawngtlai district,9,1913.0
mizoram,2021,2,kolasib district,4,188.0
mizoram,2021,2,champhai district,8,2921.0
mizoram,2021,2,saiha district,2,5052.0
mizoram,2021,4,serchhip district,4,8840.0
mizoram,2021,4,aizawl district,58,91842.0
mizoram,2021,4,lunglei district,12,23824.0
mizoram,2021,4,mamit district,10,14175.0
mizoram,2021,4,lawngtlai district,6,15826.0
mizoram,2021,4,kolasib district,5,8865.0
mizoram,2021,4,champhai district,1,2611.0
mizoram,2021,4,saiha district,4,9864.0
mizoram,2021,3,serchhip district,4,2795.0
mizoram,2021,3,aizawl district,58,66033.0
mizoram,2021,3,lunglei district,6,2258.0
mizoram,2021,3,mamit district,5,5242.0
mizoram,2021,3,lawngtlai district,4,1076.0
mizoram,2021,3,kolasib district,2,982.0
mizoram,2021,3,champhai district,2,5255.0
mizoram,2022,1,serchhip district,6,18889.0
mizoram,2022,1,aizawl district,55,107088.0
mizoram,2022,1,lunglei district,11,21751.0
mizoram,2022,1,mamit district,1,13441.0
mizoram,2022,1,lawngtlai district,8,24775.0
mizoram,2022,1,kolasib district,1,1191.0
mizoram,2022,1,champhai district,2,2194.0
mizoram,2022,1,saiha district,1,99.0
mizoram,2022,2,serchhip district,5,4888.0
mizoram,2022,2,aizawl district,34,52843.0
mizoram,2022,2,lunglei district,11,15550.0
mizoram,2022,2,mamit district,6,13519.0
mizoram,2022,2,lawngtlai district,12,17657.0
mizoram,2022,2,kolasib district,6,7044.0
mizoram,2022,2,saiha district,2,3589.0
mizoram,2022,4,serchhip district,35,60974.0
mizoram,2022,4,aizawl district,219,360472.0
mizoram,2022,4,lunglei district,21,33104.0
mizoram,2022,4,mamit district,13,25469.0
mizoram,2022,4,lawngtlai district,23,63038.0
mizoram,2022,4,kolasib district,20,32543.0
mizoram,2022,4,champhai district,16,29772.0
mizoram,2022,4,saiha district,3,7179.0
mizoram,2022,3,serchhip district,11,23061.0
mizoram,2022,3,aizawl district,232,336391.0
mizoram,2022,3,lunglei district,26,36337.0
mizoram,2022,3,mamit district,7,17832.0
mizoram,2022,3,lawngtlai district,15,21225.0
mizoram,2022,3,kolasib district,14,33851.0
mizoram,2022,3,champhai district,2,112.0
mizoram,2022,3,saiha district,3,2497.0
mizoram,2023,1,serchhip district,4,10730.0
mizoram,2023,1,aizawl district,119,198553.0
mizoram,2023,1,lunglei district,22,40546.0
mizoram,2023,1,mamit district,8,10200.0
mizoram,2023,1,lawngtlai district,8,20727.0
mizoram,2023,1,kolasib district,7,36169.0
mizoram,2023,1,champhai district,1,2652.0
mizoram,2023,1,saiha district,2,7111.0
mizoram,2023,2,serchhip district,4,3931.0
mizoram,2023,2,aizawl district,70,139004.0
mizoram,2023,2,lunglei district,8,7972.0
mizoram,2023,2,mamit district,8,11860.0
mizoram,2023,2,lawngtlai district,11,18589.0
mizoram,2023,2,kolasib district,12,37901.0
mizoram,2023,2,champhai district,4,6615.0
mizoram,2023,2,saiha district,2,7056.0
mizoram,2023,4,serchhip district,18,36017.0
mizoram,2023,4,aizawl district,204,306611.0
mizoram,2023,4,lunglei district,20,43965.0
mizoram,2023,4,mamit district,11,27482.0
mizoram,2023,4,lawngtlai district,19,64525.0
mizoram,2023,4,kolasib district,26,52587.0
mizoram,2023,4,champhai district,6,9018.0
mizoram,2023,4,saiha district,8,17745.0
mizoram,2023,3,serchhip district,9,18835.0
mizoram,2023,3,aizawl district,112,179859.0
mizoram,2023,3,lunglei district,9,11079.0
mizoram,2023,3,mamit district,9,8815.0
mizoram,2023,3,lawngtlai district,7,4600.0
mizoram,2023,3,kolasib district,13,35343.0
mizoram,2023,3,champhai district,4,7151.0
mizoram,2023,3,saiha district,3,6117.0
karnataka,2020,2,mysuru district,767,144997.0
karnataka,2020,2,chitradurga district,137,29079.0
karnataka,2020,2,kalaburagi district,217,43849.0
karnataka,2020,2,ramanagara district,259,54476.0
karnataka,2020,2,mandya district,183,38693.0
karnataka,2020,2,kodagu district,52,12092.0
karnataka,2020,2,chikkamagaluru district,140,28853.0
karnataka,2020,2,haveri district,98,22383.0
karnataka,2020,2,ballari district,611,120952.0
karnataka,2020,2,belagavi district,590,111501.0
karnataka,2020,2,kolar district,205,43378.0
karnataka,2020,2,uttara kannada district,195,44254.0
karnataka,2020,2,tumakuru district,372,75362.0
karnataka,2020,2,yadgir district,56,14419.0
karnataka,2020,2,bengaluru urban district,20040,3301769.0
karnataka,2020,2,chikkaballapura district,231,49467.0
karnataka,2020,2,davanagere district,309,59794.0
karnataka,2020,2,bagalkote district,116,26873.0
karnataka,2020,2,vijayapura district,207,44039.0
karnataka,2020,2,koppal district,99,22296.0
karnataka,2020,2,bidar district,136,30258.0
karnataka,2020,2,bengaluru rural district,416,83476.0
karnataka,2020,2,raichur district,175,39720.0
karnataka,2020,2,chamarajanagara district,52,11113.0
karnataka,2020,2,dakshina kannada district,380,80252.0
karnataka,2020,2,hassan district,176,37175.0
karnataka,2020,2,dharwad district,656,119671.0
karnataka,2020,2,shivamogga district,232,49738.0
karnataka,2020,2,udupi district,191,40248.0
karnataka,2020,2,gadag district,60,13973.0
karnataka,2020,4,mysuru district,1109,1073388.0
karnataka,2020,4,chitradurga district,280,198419.0
karnataka,2020,4,kalaburagi district,472,383654.0
karnataka,2020,4,ramanagara district,392,349122.0
karnataka,2020,4,mandya district,385,355768.0
karnataka,2020,4,kodagu district,81,119477.0
karnataka,2020,4,chikkamagaluru district,192,169902.0
karnataka,2020,4,haveri district,230,183717.0
karnataka,2020,4,ballari district,863,690500.0
karnataka,2020,4,belagavi district,1586,924521.0
karnataka,2020,4,kolar district,482,516354.0
karnataka,2020,4,uttara kannada district,323,284151.0
karnataka,2020,4,tumakuru district,751,718936.0
karnataka,2020,4,yadgir district,136,72342.0
karnataka,2020,4,bengaluru urban district,18485,15922383.0
karnataka,2020,4,chikkaballapura district,381,281471.0
karnataka,2020,4,davanagere district,383,326889.0
karnataka,2020,4,bagalkote district,365,228368.0
karnataka,2020,4,vijayapura district,493,393668.0
karnataka,2020,4,koppal district,226,178303.0
karnataka,2020,4,bidar district,335,269118.0
karnataka,2020,4,bengaluru rural district,661,759279.0
karnataka,2020,4,raichur district,392,235950.0
karnataka,2020,4,chamarajanagara district,103,113049.0
karnataka,2020,4,dakshina kannada district,557,445633.0
karnataka,2020,4,hassan district,381,369876.0
karnataka,2020,4,dharwad district,819,552794.0
karnataka,2020,4,shivamogga district,412,313231.0
karnataka,2020,4,udupi district,280,252217.0
karnataka,2020,4,gadag district,192,132488.0
karnataka,2020,3,mysuru district,2128,558128.0
karnataka,2020,3,chitradurga district,447,109659.0
karnataka,2020,3,kalaburagi district,714,190305.0
karnataka,2020,3,ramanagara district,561,138904.0
karnataka,2020,3,mandya district,576,148053.0
karnataka,2020,3,kodagu district,124,31651.0
karnataka,2020,3,chikkamagaluru district,319,89016.0
karnataka,2020,3,haveri district,378,92186.0
karnataka,2020,3,ballari district,1213,306386.0
karnataka,2020,3,belagavi district,2016,533172.0
karnataka,2020,3,kolar district,611,158524.0
karnataka,2020,3,uttara kannada district,579,149066.0
karnataka,2020,3,tumakuru district,1236,311665.0
karnataka,2020,3,yadgir district,190,49296.0
karnataka,2020,3,bengaluru urban district,32192,6940765.0
karnataka,2020,3,chikkaballapura district,453,108480.0
karnataka,2020,3,davanagere district,743,190154.0
karnataka,2020,3,bagalkote district,697,177054.0
karnataka,2020,3,vijayapura district,768,175988.0
karnataka,2020,3,koppal district,393,105433.0
karnataka,2020,3,bidar district,528,128168.0
karnataka,2020,3,bengaluru rural district,1068,267171.0
karnataka,2020,3,raichur district,631,147182.0
karnataka,2020,3,chamarajanagara district,142,40852.0
karnataka,2020,3,dakshina kannada district,1271,330557.0
karnataka,2020,3,hassan district,547,155607.0
karnataka,2020,3,dharwad district,1606,358476.0
karnataka,2020,3,shivamogga district,781,200079.0
karnataka,2020,3,udupi district,502,139549.0
karnataka,2020,3,gadag district,287,75868.0
karnataka,2021,1,mysuru district,1473,1099863.0
karnataka,2021,1,chitradurga district,274,209349.0
karnataka,2021,1,kalaburagi district,665,465871.0
karnataka,2021,1,ramanagara district,606,602933.0
karnataka,2021,1,mandya district,434,390308.0
karnataka,2021,1,kodagu district,149,127876.0
karnataka,2021,1,chikkamagaluru district,259,220237.0
karnataka,2021,1,haveri district,234,166097.0
karnataka,2021,1,ballari district,919,731673.0
karnataka,2021,1,belagavi district,1459,1055645.0
karnataka,2021,1,kolar district,575,423114.0
karnataka,2021,1,uttara kannada district,422,376724.0
karnataka,2021,1,tumakuru district,921,782869.0
karnataka,2021,1,yadgir district,169,119279.0
karnataka,2021,1,bengaluru urban district,21606,17636524.0
karnataka,2021,1,chikkaballapura district,325,290390.0
karnataka,2021,1,davanagere district,520,459062.0
karnataka,2021,1,bagalkote district,479,307761.0
karnataka,2021,1,vijayapura district,656,524451.0
karnataka,2021,1,koppal district,264,145686.0
karnataka,2021,1,bidar district,468,381087.0
karnataka,2021,1,bengaluru rural district,952,808005.0
karnataka,2021,1,raichur district,525,368615.0
karnataka,2021,1,chamarajanagara district,118,91911.0
karnataka,2021,1,dakshina kannada district,680,560199.0
karnataka,2021,1,hassan district,486,427177.0
karnataka,2021,1,dharwad district,926,653411.0
karnataka,2021,1,shivamogga district,494,411405.0
karnataka,2021,1,udupi district,330,225073.0
karnataka,2021,1,gadag district,207,120730.0
karnataka,2021,2,mysuru district,1625,1609768.0
karnataka,2021,2,chitradurga district,442,458745.0
karnataka,2021,2,kalaburagi district,757,778234.0
karnataka,2021,2,ramanagara district,606,746239.0
karnataka,2021,2,mandya district,623,642554.0
karnataka,2021,2,kodagu district,163,270605.0
karnataka,2021,2,chikkamagaluru district,369,487211.0
karnataka,2021,2,haveri district,330,298208.0
karnataka,2021,2,ballari district,1133,1013072.0
karnataka,2021,2,belagavi district,1427,1253310.0
karnataka,2021,2,kolar district,601,651596.0
karnataka,2021,2,uttara kannada district,489,592021.0
karnataka,2021,2,tumakuru district,1096,1102268.0
karnataka,2021,2,yadgir district,211,170415.0
karnataka,2021,2,bengaluru urban district,21918,19572756.0
karnataka,2021,2,chikkaballapura district,326,372247.0
karnataka,2021,2,davanagere district,747,846910.0
karnataka,2021,2,bagalkote district,512,582754.0
karnataka,2021,2,vijayapura district,732,568239.0
karnataka,2021,2,koppal district,338,371351.0
karnataka,2021,2,bidar district,492,453924.0
karnataka,2021,2,bengaluru rural district,989,1099031.0
karnataka,2021,2,raichur district,565,396913.0
karnataka,2021,2,chamarajanagara district,152,161777.0
karnataka,2021,2,dakshina kannada district,843,1051575.0
karnataka,2021,2,hassan district,647,831765.0
karnataka,2021,2,dharwad district,1266,1334979.0
karnataka,2021,2,shivamogga district,833,920816.0
karnataka,2021,2,udupi district,521,661224.0
karnataka,2021,2,gadag district,216,200499.0
karnataka,2021,4,mysuru district,2999,4025182.0
karnataka,2021,4,chitradurga district,452,597974.0
karnataka,2021,4,kalaburagi district,1364,1791618.0
karnataka,2021,4,ramanagara district,1085,1387009.0
karnataka,2021,4,mandya district,832,1156148.0
karnataka,2021,4,kodagu district,312,530831.0
karnataka,2021,4,chikkamagaluru district,581,961601.0
karnataka,2021,4,haveri district,413,537574.0
karnataka,2021,4,ballari district,1705,2348052.0
karnataka,2021,4,belagavi district,2268,2994132.0
karnataka,2021,4,kolar district,890,1338402.0
karnataka,2021,4,uttara kannada district,894,1418212.0
karnataka,2021,4,tumakuru district,1540,2107437.0
karnataka,2021,4,yadgir district,252,291276.0
karnataka,2021,4,bengaluru urban district,44650,50064816.0
karnataka,2021,4,chikkaballapura district,583,926384.0
karnataka,2021,4,davanagere district,1050,1416678.0
karnataka,2021,4,bagalkote district,695,916618.0
karnataka,2021,4,vijayapura district,1057,1353128.0
karnataka,2021,4,koppal district,397,475837.0
karnataka,2021,4,bidar district,752,1095967.0
karnataka,2021,4,bengaluru rural district,1664,2301115.0
karnataka,2021,4,raichur district,644,821665.0
karnataka,2021,4,chamarajanagara district,215,358043.0
karnataka,2021,4,dakshina kannada district,1760,2383587.0
karnataka,2021,4,hassan district,1107,1594289.0
karnataka,2021,4,dharwad district,1998,2448037.0
karnataka,2021,4,shivamogga district,1243,1666023.0
karnataka,2021,4,udupi district,713,1031736.0
karnataka,2021,4,gadag district,321,383917.0
karnataka,2021,3,mysuru district,1875,1959596.0
karnataka,2021,3,chitradurga district,392,474079.0
karnataka,2021,3,kalaburagi district,733,808324.0
karnataka,2021,3,ramanagara district,821,765577.0
karnataka,2021,3,mandya district,639,698670.0
karnataka,2021,3,kodagu district,177,248546.0
karnataka,2021,3,chikkamagaluru district,386,547276.0
karnataka,2021,3,haveri district,310,343476.0
karnataka,2021,3,ballari district,1188,1290594.0
karnataka,2021,3,belagavi district,1276,1203412.0
karnataka,2021,3,kolar district,671,782088.0
karnataka,2021,3,uttara kannada district,552,671523.0
karnataka,2021,3,tumakuru district,1275,1366567.0
karnataka,2021,3,yadgir district,200,206054.0
karnataka,2021,3,bengaluru urban district,27498,26210017.0
karnataka,2021,3,chikkaballapura district,384,549249.0
karnataka,2021,3,davanagere district,830,908303.0
karnataka,2021,3,bagalkote district,433,366428.0
karnataka,2021,3,vijayapura district,714,822832.0
karnataka,2021,3,koppal district,344,364887.0
karnataka,2021,3,bidar district,516,516419.0
karnataka,2021,3,bengaluru rural district,1092,1361844.0
karnataka,2021,3,raichur district,461,430344.0
karnataka,2021,3,chamarajanagara district,183,208622.0
karnataka,2021,3,dakshina kannada district,1065,1124855.0
karnataka,2021,3,hassan district,745,908378.0
karnataka,2021,3,dharwad district,1167,1189951.0
karnataka,2021,3,shivamogga district,819,949663.0
karnataka,2021,3,udupi district,505,585187.0
karnataka,2021,3,gadag district,217,215605.0
karnataka,2022,1,mysuru district,4256,6273651.0
karnataka,2022,1,chitradurga district,659,1106515.0
karnataka,2022,1,kalaburagi district,1554,2229919.0
karnataka,2022,1,ramanagara district,1298,1978853.0
karnataka,2022,1,mandya district,1115,1824593.0
karnataka,2022,1,kodagu district,509,966153.0
karnataka,2022,1,chikkamagaluru district,767,1399768.0
karnataka,2022,1,haveri district,403,748998.0
karnataka,2022,1,ballari district,1982,2817568.0
karnataka,2022,1,belagavi district,2565,4027564.0
karnataka,2022,1,kolar district,1129,1982160.0
karnataka,2022,1,uttara kannada district,1073,1710853.0
karnataka,2022,1,tumakuru district,2107,3270489.0
karnataka,2022,1,yadgir district,267,399891.0
karnataka,2022,1,bengaluru urban district,57549,71700148.0
karnataka,2022,1,chikkaballapura district,747,1255339.0
karnataka,2022,1,davanagere district,1774,2444546.0
karnataka,2022,1,bagalkote district,729,1217765.0
karnataka,2022,1,vijayapura district,1266,1866764.0
karnataka,2022,1,koppal district,406,705701.0
karnataka,2022,1,bidar district,832,1372394.0
karnataka,2022,1,bengaluru rural district,2133,3131559.0
karnataka,2022,1,raichur district,862,1436471.0
karnataka,2022,1,chamarajanagara district,346,672392.0
karnataka,2022,1,dakshina kannada district,2163,3326629.0
karnataka,2022,1,hassan district,1476,2389395.0
karnataka,2022,1,dharwad district,2629,3647319.0
karnataka,2022,1,shivamogga district,1771,2717744.0
karnataka,2022,1,udupi district,893,1510019.0
karnataka,2022,1,gadag district,380,602420.0
karnataka,2022,2,mysuru district,4122,5603711.0
karnataka,2022,2,chitradurga district,712,1104104.0
karnataka,2022,2,kalaburagi district,1342,2011523.0
karnataka,2022,2,ramanagara district,1235,1793927.0
karnataka,2022,2,mandya district,1115,1686214.0
karnataka,2022,2,kodagu district,362,645642.0
karnataka,2022,2,chikkamagaluru district,672,1263134.0
karnataka,2022,2,haveri district,473,808098.0
karnataka,2022,2,ballari district,1763,2282676.0
karnataka,2022,2,belagavi district,2609,3892332.0
karnataka,2022,2,kolar district,1123,1849029.0
karnataka,2022,2,uttara kannada district,1028,1665266.0
karnataka,2022,2,tumakuru district,1926,3127331.0
karnataka,2022,2,yadgir district,259,355257.0
karnataka,2022,2,bengaluru urban district,57934,69731242.0
karnataka,2022,2,chikkaballapura district,714,1136118.0
karnataka,2022,2,davanagere district,1531,2021047.0
karnataka,2022,2,bagalkote district,634,907169.0
karnataka,2022,2,vijayapura district,1180,1575616.0
karnataka,2022,2,koppal district,382,631507.0
karnataka,2022,2,bidar district,701,1177801.0
karnataka,2022,2,bengaluru rural district,2122,3278607.0
karnataka,2022,2,raichur district,737,1121808.0
karnataka,2022,2,chamarajanagara district,276,565699.0
karnataka,2022,2,dakshina kannada district,1909,2849505.0
karnataka,2022,2,hassan district,1266,2065814.0
karnataka,2022,2,dharwad district,2393,3355104.0
karnataka,2022,2,shivamogga district,1672,2643157.0
karnataka,2022,2,udupi district,830,1402889.0
karnataka,2022,2,gadag district,363,677305.0
karnataka,2022,4,mysuru district,6820,9461969.0
karnataka,2022,4,chitradurga district,986,1494521.0
karnataka,2022,4,kalaburagi district,2140,3084324.0
karnataka,2022,4,ramanagara district,1661,2625421.0
karnataka,2022,4,mandya district,1529,2552054.0
karnataka,2022,4,kodagu district,677,1397314.0
karnataka,2022,4,chikkamagaluru district,1131,2081615.0
karnataka,2022,4,haveri district,758,1158898.0
karnataka,2022,4,ballari district,2729,3502890.0
karnataka,2022,4,belagavi district,3857,5891225.0
karnataka,2022,4,kolar district,1540,2712255.0
karnataka,2022,4,uttara kannada district,1909,2933140.0
karnataka,2022,4,tumakuru district,2515,4131381.0
karnataka,2022,4,yadgir district,419,539970.0
karnataka,2022,4,bengaluru urban district,78817,101938016.0
karnataka,2022,4,chikkaballapura district,1064,1651464.0
karnataka,2022,4,davanagere district,2522,3414588.0
karnataka,2022,4,bagalkote district,1043,1648818.0
karnataka,2022,4,vijayapura district,1601,2307302.0
karnataka,2022,4,koppal district,642,889180.0
karnataka,2022,4,bidar district,1297,1941470.0
karnataka,2022,4,bengaluru rural district,3125,4874888.0
karnataka,2022,4,raichur district,1270,1916078.0
karnataka,2022,4,chamarajanagara district,438,662175.0
karnataka,2022,4,dakshina kannada district,3330,4869464.0
karnataka,2022,4,hassan district,1939,3551663.0
karnataka,2022,4,dharwad district,3751,5149958.0
karnataka,2022,4,shivamogga district,2462,3798640.0
karnataka,2022,4,udupi district,1475,2091760.0
karnataka,2022,4,gadag district,524,790846.0
karnataka,2022,3,mysuru district,5093,6718622.0
karnataka,2022,3,chitradurga district,856,1223908.0
karnataka,2022,3,kalaburagi district,1971,2659120.0
karnataka,2022,3,ramanagara district,1428,2074732.0
karnataka,2022,3,mandya district,1316,1904513.0
karnataka,2022,3,kodagu district,439,915946.0
karnataka,2022,3,chikkamagaluru district,944,1505703.0
karnataka,2022,3,haveri district,657,989340.0
karnataka,2022,3,ballari district,2541,3202170.0
karnataka,2022,3,belagavi district,2774,4182385.0
karnataka,2022,3,kolar district,1336,2172996.0
karnataka,2022,3,uttara kannada district,1418,2124944.0
karnataka,2022,3,tumakuru district,2349,3662277.0
karnataka,2022,3,yadgir district,418,458653.0
karnataka,2022,3,bengaluru urban district,64593,79303480.0
karnataka,2022,3,chikkaballapura district,923,1540043.0
karnataka,2022,3,davanagere district,2201,2787038.0
karnataka,2022,3,bagalkote district,762,1138581.0
karnataka,2022,3,vijayapura district,1436,1838887.0
karnataka,2022,3,koppal district,597,809240.0
karnataka,2022,3,bidar district,1062,1550646.0
karnataka,2022,3,bengaluru rural district,2448,3640101.0
karnataka,2022,3,raichur district,1884,2278744.0
karnataka,2022,3,chamarajanagara district,402,597276.0
karnataka,2022,3,dakshina kannada district,2545,3698741.0
karnataka,2022,3,hassan district,1599,2537563.0
karnataka,2022,3,dharwad district,2755,3667159.0
karnataka,2022,3,shivamogga district,1872,2833979.0
karnataka,2022,3,udupi district,1230,1844542.0
karnataka,2022,3,gadag district,424,744455.0
karnataka,2023,1,mysuru district,7972,11090514.0
karnataka,2023,1,chitradurga district,869,1475983.0
karnataka,2023,1,kalaburagi district,1990,2854507.0
karnataka,2023,1,ramanagara district,1498,2349679.0
karnataka,2023,1,mandya district,1368,2410408.0
karnataka,2023,1,kodagu district,713,1401429.0
karnataka,2023,1,chikkamagaluru district,1053,1946393.0
karnataka,2023,1,haveri district,630,1256649.0
karnataka,2023,1,ballari district,2498,3608322.0
karnataka,2023,1,belagavi district,3437,5714004.0
karnataka,2023,1,kolar district,1309,2307751.0
karnataka,2023,1,uttara kannada district,1623,2947390.0
karnataka,2023,1,tumakuru district,2301,4146404.0
karnataka,2023,1,yadgir district,303,482214.0
karnataka,2023,1,bengaluru urban district,75238,103829030.0
karnataka,2023,1,chikkaballapura district,945,1815313.0
karnataka,2023,1,davanagere district,2165,3004555.0
karnataka,2023,1,bagalkote district,903,1492722.0
karnataka,2023,1,vijayapura district,1565,2304724.0
karnataka,2023,1,koppal district,538,917870.0
karnataka,2023,1,bidar district,1027,1673399.0
karnataka,2023,1,bengaluru rural district,3512,5009006.0
karnataka,2023,1,raichur district,949,1462618.0
karnataka,2023,1,chamarajanagara district,414,730408.0
karnataka,2023,1,dakshina kannada district,3285,5085033.0
karnataka,2023,1,hassan district,1786,3320642.0
karnataka,2023,1,dharwad district,3351,5035486.0
karnataka,2023,1,shivamogga district,2156,3586725.0
karnataka,2023,1,udupi district,1470,2457252.0
karnataka,2023,1,gadag district,508,826996.0
karnataka,2023,2,mysuru district,5899,8738144.0
karnataka,2023,2,chitradurga district,897,1444703.0
karnataka,2023,2,kalaburagi district,1745,2972572.0
karnataka,2023,2,ramanagara district,1609,2407189.0
karnataka,2023,2,mandya district,1251,2090153.0
karnataka,2023,2,kodagu district,504,1137684.0
karnataka,2023,2,chikkamagaluru district,1126,2121184.0
karnataka,2023,2,haveri district,680,1122600.0
karnataka,2023,2,ballari district,2351,3297860.0
karnataka,2023,2,belagavi district,3080,4999161.0
karnataka,2023,2,kolar district,1402,2355613.0
karnataka,2023,2,uttara kannada district,1418,2537256.0
karnataka,2023,2,tumakuru district,2423,4174882.0
karnataka,2023,2,yadgir district,310,521334.0
karnataka,2023,2,bengaluru urban district,69812,99096628.0
karnataka,2023,2,chikkaballapura district,835,1395172.0
karnataka,2023,2,davanagere district,1971,2946266.0
karnataka,2023,2,bagalkote district,865,1253571.0
karnataka,2023,2,vijayapura district,1484,2328003.0
karnataka,2023,2,koppal district,570,938996.0
karnataka,2023,2,bidar district,932,1516173.0
karnataka,2023,2,bengaluru rural district,2582,4350869.0
karnataka,2023,2,raichur district,911,1418014.0
karnataka,2023,2,chamarajanagara district,303,575135.0
karnataka,2023,2,dakshina kannada district,2932,4750506.0
karnataka,2023,2,hassan district,1601,3041760.0
karnataka,2023,2,dharwad district,3596,5072848.0
karnataka,2023,2,shivamogga district,2281,3864881.0
karnataka,2023,2,udupi district,1414,2357398.0
karnataka,2023,2,gadag district,448,877458.0
karnataka,2023,4,mysuru district,7831,12589463.0
karnataka,2023,4,chitradurga district,1238,2268362.0
karnataka,2023,4,kalaburagi district,2830,4372665.0
karnataka,2023,4,ramanagara district,2123,3556713.0
karnataka,2023,4,mandya district,2040,3611036.0
karnataka,2023,4,kodagu district,889,2046684.0
karnataka,2023,4,chikkamagaluru district,1371,2792246.0
karnataka,2023,4,haveri district,963,1698361.0
karnataka,2023,4,ballari district,2966,4527242.0
karnataka,2023,4,belagavi district,4826,8422700.0
karnataka,2023,4,kolar district,1943,3712676.0
karnataka,2023,4,uttara kannada district,2255,4043418.0
karnataka,2023,4,tumakuru district,3234,6132461.0
karnataka,2023,4,yadgir district,472,684885.0
karnataka,2023,4,bengaluru urban district,88349,133137089.0
karnataka,2023,4,chikkaballapura district,1208,2354885.0
karnataka,2023,4,davanagere district,2944,4852939.0
karnataka,2023,4,bagalkote district,1215,2050673.0
karnataka,2023,4,vijayapura district,2221,3267427.0
karnataka,2023,4,koppal district,725,1146967.0
karnataka,2023,4,bidar district,1570,2769344.0
karnataka,2023,4,bengaluru rural district,3674,6347685.0
karnataka,2023,4,raichur district,1214,1842326.0
karnataka,2023,4,chamarajanagara district,578,1111230.0
karnataka,2023,4,dakshina kannada district,4101,6597191.0
karnataka,2023,4,hassan district,2395,4666879.0
karnataka,2023,4,dharwad district,4912,7400470.0
karnataka,2023,4,shivamogga district,3316,5617178.0
karnataka,2023,4,udupi district,1965,3310251.0
karnataka,2023,4,gadag district,708,1124865.0
karnataka,2023,3,mysuru district,6852,10443799.0
karnataka,2023,3,chitradurga district,1094,1757027.0
karnataka,2023,3,kalaburagi district,2491,3548243.0
karnataka,2023,3,ramanagara district,2036,2947601.0
karnataka,2023,3,mandya district,1616,2621121.0
karnataka,2023,3,kodagu district,598,1365078.0
karnataka,2023,3,chikkamagaluru district,1223,2336171.0
karnataka,2023,3,haveri district,843,1186316.0
karnataka,2023,3,ballari district,2877,3914152.0
karnataka,2023,3,belagavi district,3705,5775496.0
karnataka,2023,3,kolar district,1722,2978093.0
karnataka,2023,3,uttara kannada district,1638,2933903.0
karnataka,2023,3,tumakuru district,3017,4884961.0
karnataka,2023,3,yadgir district,462,646635.0
karnataka,2023,3,bengaluru urban district,81520,109497225.0
karnataka,2023,3,chikkaballapura district,988,1733903.0
karnataka,2023,3,davanagere district,2589,3630520.0
karnataka,2023,3,bagalkote district,938,1452953.0
karnataka,2023,3,vijayapura district,1889,2660721.0
karnataka,2023,3,koppal district,708,1052635.0
karnataka,2023,3,bidar district,1446,2169984.0
karnataka,2023,3,bengaluru rural district,3176,5128006.0
karnataka,2023,3,raichur district,1285,1902002.0
karnataka,2023,3,chamarajanagara district,476,798557.0
karnataka,2023,3,dakshina kannada district,3261,4883149.0
karnataka,2023,3,hassan district,2384,4012427.0
