State,Year,Quarter,District,Count,Amount
tripura,2021,3,south tripura district,29,44423.0
tripura,2021,3,gomati district,50,55267.0
tripura,2021,3,west tripura district,296,357068.0
tripura,2022,1,unakoti district,35,56635.0
tripura,2022,1,khowai district,48,104540.0
tripura,2022,1,sepahijala district,50,77987.0
tripura,2022,1,north tripura district,92,181157.0
tripura,2022,1,dhalai district,70,143221.0
tripura,2022,1,south tripura district,61,83758.0
tripura,2022,1,gomati district,82,156558.0
tripura,2022,1,west tripura district,469,689545.0
tripura,2022,2,unakoti district,40,63470.0
tripura,2022,2,khowai district,45,81110.0
tripura,2022,2,sepahijala district,93,181097.0
tripura,2022,2,north tripura district,72,124850.0
tripura,2022,2,dhalai district,68,144009.0
tripura,2022,2,south tripura district,59,80865.0
tripura,2022,2,gomati district,101,156478.0
tripura,2022,2,west tripura district,543,677226.0
tripura,2022,4,unakoti district,62,100689.0
tripura,2022,4,khowai district,78,103717.0
tripura,2022,4,sepahijala district,133,215653.0
tripura,2022,4,north tripura district,112,153587.0
tripura,2022,4,dhalai district,97,166204.0
tripura,2022,4,south tripura district,130,203072.0
tripura,2022,4,gomati district,150,215799.0
tripura,2022,4,west tripura district,746,953813.0
tripura,2022,3,unakoti district,62,99811.0
tripura,2022,3,khowai district,50,72190.0
tripura,2022,3,sepahijala district,137,179117.0
tripura,2022,3,north tripura district,117,198035.0
tripura,2022,3,dhalai district,97,161415.0
tripura,2022,3,south tripura district,167,201355.0
tripura,2022,3,gomati district,137,183401.0
tripura,2022,3,west tripura district,823,1010660.0
tripura,2023,1,unakoti district,106,161082.0
tripura,2023,1,khowai district,92,152904.0
tripura,2023,1,sepahijala district,134,212138.0
tripura,2023,1,north tripura district,135,193968.0
tripura,2023,1,dhalai district,109,221273.0
tripura,2023,1,south tripura district,128,190004.0
tripura,2023,1,gomati district,175,262221.0
tripura,2023,1,west tripura district,763,1011368.0
tripura,2023,2,unakoti district,70,133780.0
tripura,2023,2,khowai district,71,103014.0
tripura,2023,2,sepahijala district,142,207804.0
tripura,2023,2,north tripura district,142,206586.0
tripura,2023,2,dhalai district,76,107971.0
tripura,2023,2,south tripura district,107,151793.0
tripura,2023,2,gomati district,111,151902.0
tripura,2023,2,west tripura district,844,1100963.0
tripura,2023,4,unakoti district,114,175180.0
tripura,2023,4,khowai district,104,171012.0
tripura,2023,4,sepahijala district,171,237095.0
tripura,2023,4,north tripura district,205,359902.0
tripura,2023,4,dhalai district,131,192442.0
tripura,2023,4,south tripura district,240,364619.0
tripura,2023,4,gomati district,203,285562.0
tripura,2023,4,west tripura district,1069,1383929.0
tripura,2023,3,unakoti district,112,177111.0
tripura,2023,3,khowai district,99,131370.0
tripura,2023,3,sepahijala district,147,233636.0
tripura,2023,3,north tripura district,187,321679.0
tripura,2023,3,dhalai district,129,213324.0
tripura,2023,3,south tripura district,159,224069.0
tripura,2023,3,gomati district,172,228798.0
tripura,2023,3,west tripura district,1066,1369406.0
west-bengal,2020,2,south twenty four parganas district,502,100403.0
west-bengal,2020,2,purba bardhaman district,176,36623.0
west-bengal,2020,2,uttar dinajpur district,93,19264.0
west-bengal,2020,2,kalimpong district,3,739.0
west-bengal,2020,2,murshidabad district,206,42028.0
west-bengal,2020,2,paschim medinipur district,270,56494.0
west-bengal,2020,2,dakshin dinajpur district,29,6935.0
west-bengal,2020,2,jalpaiguri district,91,20417.0
west-bengal,2020,2,purulia district,101,20567.0
west-bengal,2020,2,north twenty four parganas district,2047,355405.0
west-bengal,2020,2,bankura district,108,24300.0
west-bengal,2020,2,jhargram district,8,2147.0
west-bengal,2020,2,howrah district,631,114387.0
west-bengal,2020,2,hooghly district,565,108804.0
west-bengal,2020,2,kolkata district,1288,224075.0
west-bengal,2020,2,koch bihar district,40,8680.0
west-bengal,2020,2,alipurduar district,55,11927.0
west-bengal,2020,2,paschim bardhaman district,351,71221.0
west-bengal,2020,2,nadia district,317,61692.0
west-bengal,2020,2,birbhum district,109,22565.0
west-bengal,2020,2,purba medinipur district,274,56622.0
west-bengal,2020,2,maldah district,108,21988.0
west-bengal,2020,2,darjiling district,247,45481.0
west-bengal,2020,4,south twenty four parganas district,607,550802.0
west-bengal,2020,4,purba bardhaman district,347,230345.0
west-bengal,2020,4,uttar dinajpur district,160,72655.0
west-bengal,2020,4,kalimpong district,18,25400.0
west-bengal,2020,4,murshidabad district,422,213072.0
west-bengal,2020,4,paschim medinipur district,358,240211.0
west-bengal,2020,4,dakshin dinajpur district,72,41799.0
west-bengal,2020,4,jalpaiguri district,162,124777.0
west-bengal,2020,4,purulia district,142,110464.0
west-bengal,2020,4,north twenty four parganas district,1914,1511195.0
west-bengal,2020,4,bankura district,242,163294.0
west-bengal,2020,4,jhargram district,44,29925.0
west-bengal,2020,4,howrah district,713,547727.0
west-bengal,2020,4,hooghly district,569,439509.0
west-bengal,2020,4,kolkata district,1692,1306337.0
west-bengal,2020,4,koch bihar district,379,275427.0
west-bengal,2020,4,alipurduar district,135,88999.0
west-bengal,2020,4,paschim bardhaman district,563,397183.0
west-bengal,2020,4,nadia district,380,251150.0
west-bengal,2020,4,birbhum district,198,122183.0
west-bengal,2020,4,purba medinipur district,439,271897.0
west-bengal,2020,4,maldah district,303,197517.0
west-bengal,2020,4,darjiling district,374,298587.0
west-bengal,2020,3,south twenty four parganas district,774,175635.0
west-bengal,2020,3,purba bardhaman district,436,91707.0
west-bengal,2020,3,uttar dinajpur district,179,29463.0
west-bengal,2020,3,kalimpong district,12,4338.0
west-bengal,2020,3,murshidabad district,458,86182.0
west-bengal,2020,3,paschim medinipur district,564,133265.0
west-bengal,2020,3,dakshin dinajpur district,103,18393.0
west-bengal,2020,3,jalpaiguri district,178,50965.0
west-bengal,2020,3,purulia district,228,61556.0
west-bengal,2020,3,north twenty four parganas district,2689,617166.0
west-bengal,2020,3,bankura district,318,83055.0
west-bengal,2020,3,jhargram district,63,14667.0
west-bengal,2020,3,howrah district,846,181661.0
west-bengal,2020,3,hooghly district,847,201886.0
west-bengal,2020,3,kolkata district,1833,435620.0
west-bengal,2020,3,koch bihar district,146,29449.0
west-bengal,2020,3,alipurduar district,129,26591.0
west-bengal,2020,3,paschim bardhaman district,757,186165.0
west-bengal,2020,3,nadia district,521,110858.0
west-bengal,2020,3,birbhum district,280,56245.0
west-bengal,2020,3,purba medinipur district,581,142104.0
west-bengal,2020,3,maldah district,322,65977.0
west-bengal,2020,3,darjiling district,332,75534.0
west-bengal,2021,1,south twenty four parganas district,759,588011.0
west-bengal,2021,1,purba bardhaman district,470,356909.0
west-bengal,2021,1,uttar dinajpur district,248,127429.0
west-bengal,2021,1,kalimpong district,26,25744.0
west-bengal,2021,1,murshidabad district,520,331408.0
west-bengal,2021,1,paschim medinipur district,530,335241.0
west-bengal,2021,1,dakshin dinajpur district,136,69696.0
west-bengal,2021,1,jalpaiguri district,243,219236.0
west-bengal,2021,1,purulia district,218,175543.0
west-bengal,2021,1,north twenty four parganas district,2388,2089048.0
west-bengal,2021,1,bankura district,277,185865.0
west-bengal,2021,1,jhargram district,62,52693.0
west-bengal,2021,1,howrah district,892,679890.0
west-bengal,2021,1,hooghly district,1354,871815.0
west-bengal,2021,1,kolkata district,3750,2611912.0
west-bengal,2021,1,koch bihar district,444,300247.0
west-bengal,2021,1,alipurduar district,162,132218.0
west-bengal,2021,1,paschim bardhaman district,609,470478.0
west-bengal,2021,1,nadia district,514,292572.0
west-bengal,2021,1,birbhum district,304,183916.0
west-bengal,2021,1,purba medinipur district,473,217223.0
west-bengal,2021,1,maldah district,560,326652.0
west-bengal,2021,1,darjiling district,549,528296.0
west-bengal,2021,2,south twenty four parganas district,864,813571.0
west-bengal,2021,2,purba bardhaman district,596,531232.0
west-bengal,2021,2,uttar dinajpur district,226,179673.0
west-bengal,2021,2,kalimpong district,18,56928.0
west-bengal,2021,2,murshidabad district,478,271645.0
west-bengal,2021,2,paschim medinipur district,477,367976.0
west-bengal,2021,2,dakshin dinajpur district,102,78446.0
west-bengal,2021,2,jalpaiguri district,222,213752.0
west-bengal,2021,2,purulia district,204,172491.0
west-bengal,2021,2,north twenty four parganas district,3025,2628371.0
west-bengal,2021,2,bankura district,279,252742.0
west-bengal,2021,2,jhargram district,60,70139.0
west-bengal,2021,2,howrah district,969,839685.0
west-bengal,2021,2,hooghly district,1814,1161847.0
west-bengal,2021,2,kolkata district,2513,1919618.0
west-bengal,2021,2,koch bihar district,232,222708.0
west-bengal,2021,2,alipurduar district,145,143101.0
west-bengal,2021,2,paschim bardhaman district,697,653764.0
west-bengal,2021,2,nadia district,535,465213.0
west-bengal,2021,2,birbhum district,279,205469.0
west-bengal,2021,2,purba medinipur district,506,346436.0
west-bengal,2021,2,maldah district,470,378796.0
west-bengal,2021,2,darjiling district,489,422426.0
west-bengal,2021,4,south twenty four parganas district,1781,2143612.0
west-bengal,2021,4,purba bardhaman district,1047,1172623.0
west-bengal,2021,4,uttar dinajpur district,395,434766.0
west-bengal,2021,4,kalimpong district,45,76832.0
west-bengal,2021,4,murshidabad district,602,793799.0
west-bengal,2021,4,paschim medinipur district,1019,1473713.0
west-bengal,2021,4,dakshin dinajpur district,180,194939.0
west-bengal,2021,4,jalpaiguri district,418,688963.0
west-bengal,2021,4,purulia district,370,494894.0
west-bengal,2021,4,north twenty four parganas district,4922,5698422.0
west-bengal,2021,4,bankura district,447,575139.0
west-bengal,2021,4,jhargram district,89,155318.0
west-bengal,2021,4,howrah district,1957,2162907.0
west-bengal,2021,4,hooghly district,1751,1907817.0
west-bengal,2021,4,kolkata district,4645,4777380.0
west-bengal,2021,4,koch bihar district,630,644869.0
west-bengal,2021,4,alipurduar district,244,398494.0
west-bengal,2021,4,paschim bardhaman district,1509,1862383.0
west-bengal,2021,4,nadia district,954,1362952.0
west-bengal,2021,4,birbhum district,460,514323.0
west-bengal,2021,4,purba medinipur district,577,970087.0
west-bengal,2021,4,maldah district,1208,1432474.0
west-bengal,2021,4,darjiling district,1070,1346165.0
west-bengal,2021,3,south twenty four parganas district,1342,1446109.0
west-bengal,2021,3,purba bardhaman district,1246,1113357.0
west-bengal,2021,3,uttar dinajpur district,310,264924.0
west-bengal,2021,3,kalimpong district,27,74503.0
west-bengal,2021,3,murshidabad district,667,565435.0
west-bengal,2021,3,paschim medinipur district,676,675876.0
west-bengal,2021,3,dakshin dinajpur district,124,107122.0
west-bengal,2021,3,jalpaiguri district,472,588827.0
west-bengal,2021,3,purulia district,260,258957.0
west-bengal,2021,3,north twenty four parganas district,4077,3664190.0
west-bengal,2021,3,bankura district,404,452511.0
west-bengal,2021,3,jhargram district,78,102921.0
west-bengal,2021,3,howrah district,1702,1365468.0
west-bengal,2021,3,hooghly district,2972,1791035.0
west-bengal,2021,3,kolkata district,4808,3468389.0
west-bengal,2021,3,koch bihar district,743,505542.0
west-bengal,2021,3,alipurduar district,183,216501.0
west-bengal,2021,3,paschim bardhaman district,1104,1186714.0
west-bengal,2021,3,nadia district,718,877415.0
west-bengal,2021,3,birbhum district,416,344514.0
west-bengal,2021,3,purba medinipur district,577,646496.0
west-bengal,2021,3,maldah district,1082,917118.0
west-bengal,2021,3,darjiling district,851,790413.0
west-bengal,2022,1,south twenty four parganas district,2553,3584327.0
west-bengal,2022,1,purba bardhaman district,1738,2221947.0
west-bengal,2022,1,uttar dinajpur district,550,857085.0
west-bengal,2022,1,kalimpong district,56,106719.0
west-bengal,2022,1,murshidabad district,1094,1610275.0
west-bengal,2022,1,paschim medinipur district,1780,2355975.0
west-bengal,2022,1,dakshin dinajpur district,295,410961.0
west-bengal,2022,1,jalpaiguri district,658,1063295.0
west-bengal,2022,1,purulia district,708,953900.0
west-bengal,2022,1,north twenty four parganas district,6640,8833426.0
west-bengal,2022,1,bankura district,808,1153139.0
west-bengal,2022,1,jhargram district,211,343873.0
west-bengal,2022,1,howrah district,2597,3174912.0
west-bengal,2022,1,hooghly district,1915,2609225.0
west-bengal,2022,1,kolkata district,6763,7736401.0
west-bengal,2022,1,koch bihar district,939,1069694.0
west-bengal,2022,1,alipurduar district,383,610968.0
west-bengal,2022,1,paschim bardhaman district,2161,3005032.0
west-bengal,2022,1,nadia district,1359,2024220.0
west-bengal,2022,1,birbhum district,784,929102.0
west-bengal,2022,1,purba medinipur district,1339,2086702.0
west-bengal,2022,1,maldah district,1876,2421056.0
west-bengal,2022,1,darjiling district,1572,1998293.0
west-bengal,2022,2,south twenty four parganas district,2163,2809645.0
west-bengal,2022,2,purba bardhaman district,1284,1606058.0
west-bengal,2022,2,uttar dinajpur district,543,668379.0
west-bengal,2022,2,kalimpong district,59,145818.0
west-bengal,2022,2,murshidabad district,1079,1403809.0
west-bengal,2022,2,paschim medinipur district,1273,1512137.0
west-bengal,2022,2,dakshin dinajpur district,276,365524.0
west-bengal,2022,2,jalpaiguri district,587,790267.0
west-bengal,2022,2,purulia district,438,651866.0
west-bengal,2022,2,north twenty four parganas district,6379,8088304.0
west-bengal,2022,2,bankura district,597,763722.0
west-bengal,2022,2,jhargram district,142,212920.0
west-bengal,2022,2,howrah district,2367,2846008.0
west-bengal,2022,2,hooghly district,1804,2479308.0
west-bengal,2022,2,kolkata district,6127,6704205.0
west-bengal,2022,2,koch bihar district,937,853945.0
west-bengal,2022,2,alipurduar district,342,535544.0
west-bengal,2022,2,paschim bardhaman district,1807,2478141.0
west-bengal,2022,2,nadia district,1189,1690781.0
west-bengal,2022,2,birbhum district,680,735326.0
west-bengal,2022,2,purba medinipur district,970,1234808.0
west-bengal,2022,2,maldah district,1148,1454470.0
west-bengal,2022,2,darjiling district,1351,1706036.0
west-bengal,2022,4,south twenty four parganas district,3847,4752290.0
west-bengal,2022,4,purba bardhaman district,1771,2507142.0
west-bengal,2022,4,uttar dinajpur district,749,1102859.0
west-bengal,2022,4,kalimpong district,70,151850.0
west-bengal,2022,4,murshidabad district,1530,1926824.0
west-bengal,2022,4,paschim medinipur district,3569,4249681.0
west-bengal,2022,4,dakshin dinajpur district,423,502914.0
west-bengal,2022,4,jalpaiguri district,889,1365036.0
west-bengal,2022,4,purulia district,674,977682.0
west-bengal,2022,4,north twenty four parganas district,10071,13297497.0
west-bengal,2022,4,bankura district,872,1276744.0
west-bengal,2022,4,jhargram district,246,438241.0
west-bengal,2022,4,howrah district,3875,4827100.0
west-bengal,2022,4,hooghly district,2783,3954761.0
west-bengal,2022,4,kolkata district,9215,10683722.0
west-bengal,2022,4,koch bihar district,986,1145406.0
west-bengal,2022,4,alipurduar district,552,857242.0
west-bengal,2022,4,paschim bardhaman district,3046,4171226.0
west-bengal,2022,4,nadia district,1870,2669178.0
west-bengal,2022,4,birbhum district,1243,1340378.0
west-bengal,2022,4,purba medinipur district,1643,2298694.0
west-bengal,2022,4,maldah district,2002,2670979.0
west-bengal,2022,4,darjiling district,2351,3298987.0
west-bengal,2022,3,south twenty four parganas district,3388,4205397.0
west-bengal,2022,3,purba bardhaman district,2079,2560858.0
west-bengal,2022,3,uttar dinajpur district,706,923776.0
west-bengal,2022,3,kalimpong district,66,166573.0
west-bengal,2022,3,murshidabad district,1565,1865763.0
west-bengal,2022,3,paschim medinipur district,1733,2279289.0
west-bengal,2022,3,dakshin dinajpur district,416,492832.0
west-bengal,2022,3,jalpaiguri district,817,1146713.0
west-bengal,2022,3,purulia district,712,989483.0
west-bengal,2022,3,north twenty four parganas district,8821,10908223.0
west-bengal,2022,3,bankura district,935,1170361.0
west-bengal,2022,3,jhargram district,189,271528.0
west-bengal,2022,3,howrah district,3386,3925097.0
west-bengal,2022,3,hooghly district,2535,3346651.0
west-bengal,2022,3,kolkata district,8666,9648958.0
west-bengal,2022,3,koch bihar district,955,984582.0
west-bengal,2022,3,alipurduar district,504,698386.0
west-bengal,2022,3,paschim bardhaman district,2688,3490145.0
west-bengal,2022,3,nadia district,1754,2454885.0
west-bengal,2022,3,birbhum district,1132,1180155.0
west-bengal,2022,3,purba medinipur district,1361,1892041.0
west-bengal,2022,3,maldah district,1776,2288540.0
west-bengal,2022,3,darjiling district,1669,2202071.0
west-bengal,2023,1,south twenty four parganas district,3767,5042986.0
west-bengal,2023,1,purba bardhaman district,1917,2683159.0
west-bengal,2023,1,uttar dinajpur district,870,1297160.0
west-bengal,2023,1,kalimpong district,78,168252.0
west-bengal,2023,1,murshidabad district,1786,2550194.0
west-bengal,2023,1,paschim medinipur district,2443,3304941.0
west-bengal,2023,1,dakshin dinajpur district,526,764236.0
west-bengal,2023,1,jalpaiguri district,1014,1598059.0
west-bengal,2023,1,purulia district,675,1063753.0
west-bengal,2023,1,north twenty four parganas district,11211,15232572.0
west-bengal,2023,1,bankura district,916,1403579.0
west-bengal,2023,1,jhargram district,228,309298.0
west-bengal,2023,1,howrah district,4051,5337244.0
west-bengal,2023,1,hooghly district,3076,4353663.0
west-bengal,2023,1,kolkata district,10117,12593112.0
west-bengal,2023,1,koch bihar district,891,1245950.0
west-bengal,2023,1,alipurduar district,569,854000.0
west-bengal,2023,1,paschim bardhaman district,3264,4547900.0
west-bengal,2023,1,nadia district,2212,3033002.0
west-bengal,2023,1,birbhum district,730,1071823.0
west-bengal,2023,1,purba medinipur district,1836,2581429.0
west-bengal,2023,1,maldah district,2438,3326078.0
west-bengal,2023,1,darjiling district,2218,3099342.0
west-bengal,2023,2,south twenty four parganas district,3576,4536325.0
west-bengal,2023,2,purba bardhaman district,1656,2145209.0
west-bengal,2023,2,uttar dinajpur district,730,972395.0
west-bengal,2023,2,kalimpong district,90,208239.0
west-bengal,2023,2,murshidabad district,1514,1920157.0
west-bengal,2023,2,paschim medinipur district,1804,2352680.0
west-bengal,2023,2,dakshin dinajpur district,426,511789.0
west-bengal,2023,2,jalpaiguri district,924,1416061.0
west-bengal,2023,2,purulia district,542,781984.0
west-bengal,2023,2,north twenty four parganas district,9956,12796714.0
west-bengal,2023,2,bankura district,764,1073902.0
west-bengal,2023,2,jhargram district,208,356756.0
west-bengal,2023,2,howrah district,3369,4382040.0
west-bengal,2023,2,hooghly district,2861,3933669.0
west-bengal,2023,2,kolkata district,9018,11042108.0
west-bengal,2023,2,koch bihar district,860,1052485.0
west-bengal,2023,2,alipurduar district,537,857285.0
west-bengal,2023,2,paschim bardhaman district,2918,3955797.0
west-bengal,2023,2,nadia district,2021,2682343.0
west-bengal,2023,2,birbhum district,684,939713.0
west-bengal,2023,2,purba medinipur district,1498,1993114.0
west-bengal,2023,2,maldah district,1799,2468202.0
west-bengal,2023,2,darjiling district,2037,2825313.0
west-bengal,2023,4,south twenty four parganas district,5415,6996283.0
west-bengal,2023,4,purba bardhaman district,2666,3814764.0
west-bengal,2023,4,uttar dinajpur district,1086,1639258.0
west-bengal,2023,4,kalimpong district,126,301521.0
west-bengal,2023,4,murshidabad district,2371,3017303.0
west-bengal,2023,4,paschim medinipur district,3442,4688055.0
west-bengal,2023,4,dakshin dinajpur district,563,801958.0
west-bengal,2023,4,jalpaiguri district,1331,2021880.0
west-bengal,2023,4,purulia district,976,1408299.0
west-bengal,2023,4,north twenty four parganas district,13483,19211808.0
west-bengal,2023,4,bankura district,1307,1781715.0
west-bengal,2023,4,jhargram district,279,506882.0
west-bengal,2023,4,howrah district,5201,6655473.0
west-bengal,2023,4,hooghly district,4025,5665468.0
west-bengal,2023,4,kolkata district,12306,16022532.0
west-bengal,2023,4,koch bihar district,1171,1553342.0
west-bengal,2023,4,alipurduar district,766,1278792.0
west-bengal,2023,4,paschim bardhaman district,4095,5823988.0
west-bengal,2023,4,nadia district,2786,4012958.0
west-bengal,2023,4,birbhum district,1162,1720043.0
west-bengal,2023,4,purba medinipur district,2507,3400040.0
west-bengal,2023,4,maldah district,2886,3998317.0
west-bengal,2023,4,darjiling district,2762,4044883.0
west-bengal,2023,3,south twenty four parganas district,4100,5345416.0
west-bengal,2023,3,purba bardhaman district,2444,3247192.0
west-bengal,2023,3,uttar dinajpur district,916,1333587.0
west-bengal,2023,3,kalimpong district,63,121675.0
west-bengal,2023,3,murshidabad district,1706,2303518.0
west-bengal,2023,3,paschim medinipur district,2108,3021797.0
west-bengal,2023,3,dakshin dinajpur district,433,532754.0
west-bengal,2023,3,jalpaiguri district,1024,1511512.0
west-bengal,2023,3,purulia district,768,1218487.0
west-bengal,2023,3,north twenty four parganas district,11653,15397844.0
west-bengal,2023,3,bankura district,957,1267409.0
west-bengal,2023,3,jhargram district,215,287530.0
west-bengal,2023,3,howrah district,3960,4940209.0
west-bengal,2023,3,hooghly district,3336,4705529.0
west-bengal,2023,3,kolkata district,10667,12579074.0
west-bengal,2023,3,koch bihar district,925,1174482.0
west-bengal,2023,3,alipurduar district,589,870892.0
west-bengal,2023,3,paschim bardhaman district,3285,4337285.0
west-bengal,2023,3,nadia district,2037,2869837.0
west-bengal,2023,3,birbhum district,853,1129904.0
west-bengal,2023,3,purba medinipur district,1663,2203067.0
west-bengal,2023,3,maldah district,2131,2771850.0
west-bengal,2023,3,darjiling district,2298,3188462.0
jharkhand,2020,2,ramgarh district,44,9554.0
jharkhand,2020,2,ranchi district,376,71618.0
jharkhand,2020,2,east singhbhum district,283,56879.0
jharkhand,2020,2,jamtara district,16,3204.0
jharkhand,2020,2,dumka district,9,2326.0
jharkhand,2020,2,koderma district,24,5581.0
jharkhand,2020,2,hazaribagh district,59,12131.0
jharkhand,2020,2,simdega district,3,693.0
jharkhand,2020,2,garhwa district,22,5537.0
jharkhand,2020,2,saraikela kharsawan district,69,13249.0
jharkhand,2020,2,gumla district,2,457.0
jharkhand,2020,2,chatra district,26,6364.0
jharkhand,2020,2,khunti district,2,462.0
jharkhand,2020,2,dhanbad district,741,134652.0
jharkhand,2020,2,godda district,28,6191.0
jharkhand,2020,2,deoghar district,42,8257.0
jharkhand,2020,2,palamu district,43,9949.0
jharkhand,2020,2,latehar district,13,2808.0
jharkhand,2020,2,west singhbhum district,19,4181.0
jharkhand,2020,2,pakur district,3,688.0
jharkhand,2020,2,lohardaga district,5,986.0
jharkhand,2020,2,sahebganj district,19,4214.0
jharkhand,2020,2,giridih district,40,9051.0
jharkhand,2020,2,bokaro district,175,35999.0
jharkhand,2020,4,ramgarh district,172,123911.0
jharkhand,2020,4,ranchi district,670,559639.0
jharkhand,2020,4,east singhbhum district,426,349290.0
jharkhand,2020,4,jamtara district,27,21212.0
jharkhand,2020,4,dumka district,50,30957.0
jharkhand,2020,4,koderma district,90,58807.0
jharkhand,2020,4,hazaribagh district,201,137221.0
jharkhand,2020,4,simdega district,31,59161.0
jharkhand,2020,4,garhwa district,121,99467.0
jharkhand,2020,4,saraikela kharsawan district,133,103772.0
jharkhand,2020,4,gumla district,45,53802.0
jharkhand,2020,4,chatra district,68,72700.0
jharkhand,2020,4,khunti district,22,14654.0
jharkhand,2020,4,dhanbad district,553,360209.0
jharkhand,2020,4,godda district,58,48432.0
jharkhand,2020,4,deoghar district,96,70532.0
jharkhand,2020,4,palamu district,216,179548.0
jharkhand,2020,4,latehar district,50,35737.0
jharkhand,2020,4,west singhbhum district,84,62701.0
jharkhand,2020,4,pakur district,24,9298.0
jharkhand,2020,4,lohardaga district,31,28363.0
jharkhand,2020,4,sahebganj district,57,53731.0
jharkhand,2020,4,giridih district,138,92474.0
jharkhand,2020,4,bokaro district,296,231406.0
jharkhand,2020,3,ramgarh district,199,60283.0
jharkhand,2020,3,ranchi district,1123,283853.0
jharkhand,2020,3,east singhbhum district,698,168697.0
jharkhand,2020,3,jamtara district,31,6282.0
jharkhand,2020,3,dumka district,79,18961.0
jharkhand,2020,3,koderma district,79,18309.0
jharkhand,2020,3,hazaribagh district,238,63439.0
jharkhand,2020,3,simdega district,14,3235.0
jharkhand,2020,3,garhwa district,67,19425.0
jharkhand,2020,3,saraikela kharsawan district,185,42177.0
jharkhand,2020,3,gumla district,42,13677.0
jharkhand,2020,3,chatra district,60,12606.0
jharkhand,2020,3,khunti district,16,4051.0
jharkhand,2020,3,dhanbad district,1459,365170.0
jharkhand,2020,3,godda district,64,13181.0
jharkhand,2020,3,deoghar district,97,20112.0
jharkhand,2020,3,palamu district,121,24683.0
jharkhand,2020,3,latehar district,56,14762.0
jharkhand,2020,3,west singhbhum district,88,22388.0
jharkhand,2020,3,pakur district,19,4473.0
jharkhand,2020,3,lohardaga district,19,4039.0
jharkhand,2020,3,sahebganj district,58,14523.0
jharkhand,2020,3,giridih district,144,32688.0
jharkhand,2020,3,bokaro district,412,118920.0
jharkhand,2021,1,ramgarh district,204,131405.0
jharkhand,2021,1,ranchi district,1026,734770.0
jharkhand,2021,1,east singhbhum district,625,404402.0
jharkhand,2021,1,jamtara district,38,18540.0
jharkhand,2021,1,dumka district,80,49753.0
jharkhand,2021,1,koderma district,105,70712.0
jharkhand,2021,1,hazaribagh district,271,134641.0
jharkhand,2021,1,simdega district,65,55468.0
jharkhand,2021,1,garhwa district,158,144421.0
jharkhand,2021,1,saraikela kharsawan district,153,93522.0
jharkhand,2021,1,gumla district,67,57850.0
jharkhand,2021,1,chatra district,97,51594.0
jharkhand,2021,1,khunti district,35,30639.0
jharkhand,2021,1,dhanbad district,570,392616.0
jharkhand,2021,1,godda district,85,53107.0
jharkhand,2021,1,deoghar district,135,72035.0
jharkhand,2021,1,palamu district,271,186504.0
jharkhand,2021,1,latehar district,66,34684.0
jharkhand,2021,1,west singhbhum district,91,79765.0
jharkhand,2021,1,pakur district,41,36195.0
jharkhand,2021,1,lohardaga district,37,28508.0
jharkhand,2021,1,sahebganj district,72,46009.0
jharkhand,2021,1,giridih district,184,108108.0
jharkhand,2021,1,bokaro district,403,259603.0
jharkhand,2021,2,ramgarh district,191,199495.0
jharkhand,2021,2,ranchi district,1116,1206771.0
jharkhand,2021,2,east singhbhum district,789,715258.0
jharkhand,2021,2,jamtara district,28,14300.0
jharkhand,2021,2,dumka district,81,66777.0
jharkhand,2021,2,koderma district,123,99393.0
jharkhand,2021,2,hazaribagh district,236,199302.0
jharkhand,2021,2,simdega district,50,56762.0
jharkhand,2021,2,garhwa district,159,161183.0
jharkhand,2021,2,saraikela kharsawan district,190,136575.0
jharkhand,2021,2,gumla district,60,57744.0
jharkhand,2021,2,chatra district,92,82667.0
jharkhand,2021,2,khunti district,47,60531.0
jharkhand,2021,2,dhanbad district,562,542379.0
jharkhand,2021,2,godda district,115,114144.0
jharkhand,2021,2,deoghar district,141,167411.0
jharkhand,2021,2,palamu district,248,225217.0
jharkhand,2021,2,latehar district,61,72491.0
jharkhand,2021,2,west singhbhum district,86,105481.0
jharkhand,2021,2,pakur district,58,52634.0
jharkhand,2021,2,lohardaga district,72,56969.0
jharkhand,2021,2,sahebganj district,73,77008.0
jharkhand,2021,2,giridih district,197,191694.0
jharkhand,2021,2,bokaro district,405,422044.0
jharkhand,2021,4,ramgarh district,355,479936.0
jharkhand,2021,4,ranchi district,2151,2693792.0
jharkhand,2021,4,east singhbhum district,1241,1587274.0
jharkhand,2021,4,jamtara district,53,78716.0
jharkhand,2021,4,dumka district,122,156949.0
jharkhand,2021,4,koderma district,112,128101.0
jharkhand,2021,4,hazaribagh district,276,496461.0
jharkhand,2021,4,simdega district,73,95839.0
jharkhand,2021,4,garhwa district,165,214695.0
jharkhand,2021,4,saraikela kharsawan district,332,403274.0
jharkhand,2021,4,gumla district,100,172701.0
jharkhand,2021,4,chatra district,71,112169.0
jharkhand,2021,4,khunti district,125,130221.0
jharkhand,2021,4,dhanbad district,1022,1522634.0
jharkhand,2021,4,godda district,113,143720.0
jharkhand,2021,4,deoghar district,235,250418.0
jharkhand,2021,4,palamu district,479,537986.0
jharkhand,2021,4,latehar district,80,92996.0
jharkhand,2021,4,west singhbhum district,210,282927.0
jharkhand,2021,4,pakur district,65,57733.0
jharkhand,2021,4,lohardaga district,97,121817.0
jharkhand,2021,4,sahebganj district,83,100522.0
jharkhand,2021,4,giridih district,254,311822.0
